sex,age,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
1,24,0,0,0,0,103,0
0,57,0,0,0,1,117,0
0,46,0,0,0,1,173,0
1,56,0,0,16,0,267,0
0,39,0,0,0,1,117,0
1,68,0,0,4,1,35,0
1,28,0,0,1,1,35,1
1,39,0,0,19,1,35,1
1,38,0,0,0,1,87,0
0,25,0,0,3,1,363,0
1,25,0,0,2,0,267,0
1,21,0,0,3,0,363,1
1,31,0,0,2,0,247,0
1,33,0,0,3,0,158,1
1,26,0,0,20,0,191,1
0,35,0,0,13,0,11,0
1,34,0,6,19,1,363,0
0,42,0,0,1,0,252,0
1,26,1,2,9,0,320,1
1,36,0,0,2,0,56,1
1,41,1,1,24,0,267,1
1,27,0,0,0,0,154,0
1,45,0,0,3,0,320,1
1,34,0,0,5,0,267,0
1,25,0,1,6,0,73,1
1,24,0,0,2,1,35,1
1,27,0,0,2,0,363,0
1,30,0,0,2,1,117,1
1,22,0,2,3,0,266,1
1,27,0,0,0,0,352,0
1,41,0,0,19,0,98,1
1,30,0,0,0,0,142,0
1,24,0,0,3,0,206,0
1,39,0,0,0,1,23,0
0,32,0,0,3,0,290,1
0,29,0,0,0,0,158,1
1,26,0,1,24,0,118,1
1,24,0,0,2,0,143,1
1,20,1,1,4,0,158,1
1,25,0,0,1,1,35,1
0,31,0,0,0,0,154,1
1,25,0,0,0,1,35,1
1,41,0,0,0,0,158,1
1,25,0,0,0,0,158,0
1,25,0,0,2,0,74,1
1,22,0,0,1,0,251,1
0,25,0,0,0,0,275,0
1,38,0,0,0,1,35,0
0,49,0,0,4,1,35,0
0,35,0,0,2,1,117,0
1,21,0,0,1,0,266,0
0,24,0,0,11,1,204,1
1,28,0,0,3,0,158,0
1,34,0,0,4,0,103,1
1,57,0,0,8,1,186,0
1,40,0,0,15,0,206,1
1,22,0,0,2,1,35,1
1,37,0,0,3,1,363,1
0,43,0,0,0,0,158,0
1,26,0,0,5,0,363,1
1,24,0,0,2,0,134,1
1,56,0,0,1,0,318,1
1,23,0,0,2,0,320,1
1,43,0,0,12,0,136,0
1,21,0,0,0,0,215,1
1,51,0,0,2,0,143,0
1,20,0,0,0,1,201,1
1,42,0,0,17,0,267,1
0,30,0,0,2,1,35,0
1,28,1,1,4,1,49,1
0,24,0,0,9,1,242,1
1,22,0,0,1,0,363,1
1,50,0,0,1,0,2,0
1,30,0,0,5,1,11,0
1,28,0,0,0,0,142,1
1,21,0,0,3,0,223,1
0,51,0,0,0,0,41,0
1,21,0,0,1,0,292,0
1,29,0,0,0,0,158,1
1,43,0,0,0,1,35,0
1,22,0,0,1,0,363,0
1,52,0,0,0,0,267,1
1,36,0,0,0,0,41,0
1,24,0,0,0,0,193,0
1,26,0,1,5,0,287,0
1,27,0,0,8,1,76,0
1,19,0,0,0,1,35,1
1,26,0,0,2,0,363,0
0,29,0,0,0,0,158,0
0,29,0,0,20,0,118,1
1,38,0,0,1,0,363,1
1,34,1,0,5,0,143,0
0,29,0,0,1,1,35,0
1,24,0,0,1,0,154,0
1,50,0,0,0,0,142,0
0,24,0,0,0,1,77,0
0,31,0,0,0,0,142,0
1,36,0,0,13,0,363,1
1,32,0,0,13,1,239,1
1,42,0,0,1,1,35,1
1,22,0,0,0,0,94,0
1,26,0,0,5,0,52,1
1,26,0,0,10,0,118,1
1,53,0,0,3,1,35,1
1,23,0,1,2,0,33,1
1,22,0,0,0,0,294,0
1,27,0,0,0,1,35,0
1,42,0,0,2,0,103,1
1,31,0,0,4,0,363,1
1,80,0,0,0,1,35,0
1,68,0,0,6,1,88,0
1,23,0,0,1,0,154,0
1,36,0,0,4,0,223,1
1,24,0,0,0,0,267,0
1,21,0,0,0,0,41,1
1,26,0,0,3,1,35,1
0,30,0,0,8,0,351,1
1,36,0,0,1,0,275,0
1,21,0,0,0,0,14,1
0,31,0,0,1,1,363,0
0,20,0,0,0,0,56,1
1,49,0,0,4,1,112,0
1,24,0,0,0,0,267,0
1,20,0,0,0,0,320,1
1,44,0,0,1,1,35,0
0,25,0,0,1,0,191,0
1,25,0,0,1,0,363,0
1,33,0,0,0,0,206,0
1,20,0,0,0,0,5,1
1,21,0,0,1,0,158,1
1,44,0,0,3,0,158,0
1,23,0,0,1,0,363,1
1,35,0,0,0,1,35,1
0,41,0,0,0,1,35,0
1,30,0,0,1,0,147,0
1,36,0,0,7,0,267,1
1,26,0,0,1,0,158,1
1,23,0,0,0,1,288,1
0,43,0,0,9,1,35,0
1,30,0,0,3,0,363,1
1,44,0,0,1,0,259,1
1,39,0,0,1,0,206,0
1,31,0,0,6,0,287,1
1,63,0,0,5,1,278,0
0,66,0,0,11,0,229,1
1,24,0,0,3,0,282,0
1,21,1,0,2,1,35,0
0,48,0,0,0,0,174,0
1,37,0,0,0,0,225,0
1,21,0,0,0,1,35,1
0,64,0,0,0,1,35,0
1,22,0,0,0,1,201,0
1,43,0,0,8,0,363,0
1,25,0,0,3,0,363,1
1,33,0,0,10,0,158,0
1,26,0,0,1,0,146,0
0,33,0,0,1,1,239,0
1,44,0,0,0,0,5,0
1,31,0,0,0,0,267,0
1,50,0,0,9,1,316,1
1,33,0,2,16,0,74,1
1,31,0,0,1,0,363,1
0,43,0,0,2,1,358,0
1,27,0,0,0,1,64,1
1,31,0,0,6,1,35,1
1,26,0,0,2,0,158,1
1,20,2,2,4,0,267,1
1,29,3,0,6,0,363,0
1,31,0,0,11,0,154,1
1,59,0,0,0,1,173,0
1,49,0,0,1,1,35,1
1,36,0,0,11,1,35,1
0,23,0,0,1,0,5,0
1,46,0,0,26,0,56,1
1,59,0,0,2,1,35,1
1,34,0,0,0,0,118,0
1,54,0,0,1,0,363,0
1,24,0,1,3,0,236,1
1,22,0,0,0,0,267,1
1,36,0,0,0,0,73,0
1,61,0,0,0,1,204,0
0,38,0,0,0,1,127,0
1,32,0,0,0,0,42,0
1,37,0,0,1,0,267,1
1,21,0,0,4,0,56,0
1,57,0,0,0,0,267,1
1,68,0,0,2,0,320,0
1,24,0,0,0,1,35,0
1,46,0,0,3,0,136,1
1,41,0,0,1,0,142,1
1,25,0,0,8,0,146,1
1,24,0,0,7,0,363,1
1,41,0,0,1,0,158,0
1,33,0,0,1,0,363,0
1,23,0,0,0,0,154,0
0,47,0,0,28,0,144,1
0,51,0,0,0,0,275,0
1,36,0,0,1,1,35,0
1,43,0,0,0,1,117,0
1,26,0,0,4,0,236,1
1,60,0,0,1,0,363,0
1,24,0,0,0,1,239,1
1,20,0,0,0,0,174,1
0,28,0,0,0,1,81,0
1,28,0,2,7,0,267,1
1,58,0,0,2,1,35,1
0,24,0,0,2,0,10,1
1,37,0,0,0,0,319,0
1,28,0,0,8,0,105,1
1,46,0,0,14,0,118,1
1,45,0,0,2,1,35,0
1,20,0,0,2,0,277,1
1,52,0,0,0,1,35,0
1,29,0,0,0,1,35,0
1,34,0,0,11,0,13,1
1,24,0,0,0,0,319,1
1,28,0,0,6,0,154,1
1,28,0,0,2,0,17,1
1,29,0,0,0,0,154,0
0,55,0,0,2,0,267,0
1,24,0,0,3,0,154,1
1,20,0,0,0,0,154,0
1,23,0,0,0,1,35,0
1,44,0,0,6,0,267,1
1,34,2,0,8,0,267,1
1,55,0,0,0,1,35,1
0,23,0,0,0,0,287,1
0,23,0,0,3,0,154,1
1,77,0,0,0,1,84,0
1,52,0,0,3,1,35,0
1,34,2,0,8,0,211,1
1,30,0,0,2,1,239,1
1,30,0,0,3,1,357,1
1,26,0,0,0,0,236,1
0,51,0,0,1,1,35,0
1,34,0,0,2,0,363,0
1,23,0,0,0,0,56,0
1,32,0,0,2,0,206,0
1,38,1,5,8,1,35,0
1,21,0,0,0,0,52,1
1,53,0,0,8,1,35,1
1,34,0,0,1,0,158,0
1,25,0,0,5,0,158,1
1,54,0,0,1,1,363,0
1,25,0,0,2,1,117,1
1,22,0,0,0,0,206,1
0,23,0,0,2,0,306,1
1,27,0,0,1,1,239,1
1,45,0,0,7,0,146,0
0,31,0,0,9,0,212,1
1,45,0,0,1,1,112,0
1,28,1,0,12,0,146,0
1,24,0,0,1,0,267,1
0,28,0,0,6,1,204,1
1,41,0,0,2,0,118,0
1,35,0,0,3,1,23,1
1,20,1,0,1,0,363,1
1,32,0,3,19,0,267,1
1,28,0,0,2,0,264,0
1,33,0,0,7,0,158,1
1,26,0,1,8,0,363,1
1,22,0,0,1,1,24,1
0,25,0,0,4,0,251,0
0,23,0,0,1,1,239,0
1,30,0,0,2,0,73,1
1,33,0,0,3,0,55,1
1,35,0,0,3,1,355,0
1,34,0,0,13,0,158,1
1,37,0,0,2,0,146,1
0,55,0,0,0,0,158,1
1,43,0,0,1,1,117,0
1,27,0,5,27,1,239,1
1,26,0,0,7,0,266,0
0,42,0,0,4,1,35,1
1,41,0,0,1,0,363,0
1,21,0,1,2,1,35,1
1,30,0,0,4,1,35,1
1,30,0,0,1,0,258,0
0,45,0,0,0,0,41,1
1,23,0,0,2,0,10,1
0,31,0,0,2,0,17,1
1,40,0,0,8,1,23,1
1,33,0,0,1,0,142,0
1,40,0,0,11,1,116,1
1,56,0,0,1,0,267,0
1,21,0,0,0,1,112,1
1,51,0,0,4,0,11,0
1,36,0,0,0,1,117,0
1,30,0,0,0,1,84,0
0,21,0,0,0,0,158,0
1,41,0,0,3,1,117,1
0,22,0,0,0,0,99,1
0,40,0,0,2,0,158,0
1,37,0,0,2,0,57,0
0,37,0,0,0,0,158,0
0,23,0,0,2,0,363,1
1,19,0,0,1,0,94,1
1,26,0,0,1,0,363,1
1,25,0,0,0,1,239,0
1,39,0,0,17,0,223,1
1,36,0,0,0,0,158,1
1,26,0,0,6,1,316,0
1,51,0,0,8,1,112,1
1,20,0,0,0,0,27,0
0,43,0,0,0,1,87,0
1,22,0,0,0,0,223,1
0,24,0,0,0,1,35,1
1,35,0,0,2,0,335,0
1,55,0,0,0,1,35,0
0,52,0,0,0,1,35,0
0,33,0,0,0,1,35,0
1,32,0,0,3,0,363,1
1,20,1,2,5,0,320,1
1,67,0,0,8,0,74,0
1,31,0,0,7,1,122,0
1,21,0,0,0,0,154,1
1,30,0,0,4,1,239,0
1,55,0,0,0,1,87,0
1,25,0,0,0,0,267,0
1,25,0,0,0,0,73,0
1,27,0,0,10,0,363,1
1,22,0,0,0,0,246,0
1,37,0,0,8,0,363,0
1,68,0,0,7,0,11,1
1,37,0,0,0,0,236,0
1,22,0,0,5,1,35,1
1,30,0,0,4,1,35,0
1,34,0,0,1,1,343,0
1,37,0,0,4,1,239,1
0,41,0,0,8,0,363,1
1,36,0,0,2,1,117,0
1,26,0,0,2,0,271,0
1,24,0,0,0,0,14,0
1,27,0,0,0,0,73,0
0,37,0,0,0,1,35,0
1,23,0,0,3,0,142,1
1,58,0,0,5,1,239,0
0,62,0,0,1,1,117,1
0,41,0,0,0,0,14,0
1,33,0,0,0,1,35,0
1,33,4,0,12,0,105,1
1,41,0,0,14,0,267,1
1,26,0,0,3,0,266,1
0,33,0,0,0,0,146,0
1,25,0,0,0,1,133,0
1,37,0,0,0,1,35,1
1,23,8,2,11,0,266,1
1,21,0,0,0,1,35,0
1,45,0,0,21,0,158,1
1,37,1,6,13,0,191,0
1,24,0,0,2,1,35,0
1,35,0,0,0,0,275,0
0,22,0,0,0,0,5,1
1,29,4,1,10,0,49,1
1,41,2,0,6,0,143,1
1,51,1,0,19,0,267,1
0,26,0,0,1,0,5,1
1,46,0,0,2,1,35,0
1,41,0,0,0,0,118,0
1,31,0,0,9,0,52,1
1,25,0,0,2,0,323,0
1,27,0,0,1,1,125,0
1,31,1,1,13,0,223,1
1,23,0,0,0,1,117,0
1,52,0,0,7,1,158,1
1,29,0,0,6,0,363,1
1,40,0,0,10,0,147,1
0,49,0,0,0,0,99,0
1,49,0,0,8,0,353,0
1,24,0,0,3,0,243,1
1,41,0,0,7,1,363,0
0,27,0,0,3,1,35,1
1,40,0,0,1,0,208,1
1,47,0,0,0,1,35,1
0,20,0,0,0,0,363,1
1,21,0,0,2,1,180,1
1,44,0,0,8,1,35,1
1,41,0,0,0,1,88,0
1,31,0,1,5,1,35,1
0,67,0,0,0,0,11,0
1,42,0,0,1,1,261,0
1,25,0,0,0,0,363,0
1,23,0,0,6,0,251,1
1,27,0,0,13,0,206,1
1,23,0,1,2,0,236,0
1,33,0,0,2,0,267,0
1,41,0,0,0,1,35,0
0,31,0,0,1,0,363,0
1,21,0,0,2,0,158,1
1,53,0,0,5,0,41,0
1,36,0,0,1,1,117,0
1,58,0,0,10,1,116,0
1,62,0,0,0,0,266,0
1,25,0,0,4,0,132,0
1,51,0,0,15,0,223,1
1,46,0,0,2,0,363,0
1,28,0,0,4,1,35,1
1,24,0,0,2,0,146,1
1,32,0,0,6,0,118,0
1,23,1,0,2,0,206,1
0,58,0,0,0,1,88,0
1,59,0,0,8,0,363,1
1,20,0,0,0,0,5,1
1,57,0,0,0,1,127,1
1,37,0,0,1,0,363,1
1,43,0,0,0,0,118,1
0,36,0,0,1,1,5,0
1,59,0,0,0,1,117,0
1,35,0,0,4,0,41,1
1,29,0,0,5,0,363,1
0,21,0,0,0,1,35,0
1,28,0,0,0,1,35,0
1,34,0,0,5,1,355,1
0,42,0,0,16,0,287,0
1,21,0,2,3,0,174,1
1,69,0,0,1,0,62,1
0,49,0,0,1,1,173,0
0,24,0,0,0,1,35,0
1,27,0,0,4,0,223,1
0,55,0,0,1,1,10,0
1,24,2,0,7,1,358,1
1,21,0,0,1,0,363,0
1,28,0,0,0,0,236,1
1,34,0,0,4,1,239,0
1,27,0,0,2,0,363,0
1,37,3,0,12,1,363,0
1,23,0,0,0,0,266,0
1,27,0,0,5,0,267,1
1,50,0,0,1,0,245,0
1,22,0,1,1,0,206,0
1,43,0,0,1,0,142,1
1,29,0,0,0,1,280,1
1,61,0,0,1,0,10,1
1,34,0,0,1,0,363,0
1,31,3,0,16,0,118,1
1,21,0,0,0,0,335,0
1,23,0,0,1,0,223,1
1,24,0,0,1,1,239,1
1,30,0,0,1,0,167,0
1,32,0,6,17,0,363,1
1,61,0,0,0,1,117,0
1,27,0,0,3,1,355,0
1,60,0,0,0,1,117,0
1,23,0,0,1,1,77,0
1,40,0,0,0,1,35,0
1,30,0,0,0,0,158,0
0,20,0,0,0,0,158,0
1,24,0,0,0,1,35,1
1,30,0,0,5,1,35,0
0,20,0,0,0,1,35,1
1,25,0,0,0,1,363,0
1,38,0,0,0,1,316,0
1,29,0,0,0,0,62,1
0,38,0,0,1,1,205,1
1,27,0,0,1,0,154,0
1,21,0,0,0,1,35,1
1,24,0,0,1,0,132,0
1,53,0,0,3,0,363,1
1,36,0,0,4,0,158,1
1,64,0,0,8,1,363,1
1,23,0,0,0,1,263,1
1,26,0,0,3,1,35,0
1,48,0,0,0,0,42,0
1,21,0,0,0,0,41,0
1,20,0,0,0,0,105,1
1,37,0,0,17,1,288,0
1,51,0,0,8,0,267,1
1,47,0,0,2,0,267,1
1,27,0,0,2,0,306,1
1,45,1,0,16,0,267,0
1,41,0,0,0,0,212,1
1,31,0,0,3,1,35,1
1,39,0,0,1,0,236,0
1,33,0,0,0,0,158,0
0,21,0,1,1,0,353,1
1,27,0,0,3,1,363,0
0,24,0,0,0,1,35,0
1,29,0,0,3,1,35,1
1,21,0,0,0,0,353,1
0,31,0,0,14,0,251,0
1,62,0,0,0,1,87,0
1,39,0,0,3,0,118,1
1,56,0,0,2,1,35,0
1,28,0,0,6,0,115,0
0,26,0,0,6,0,363,1
1,24,0,0,5,0,315,1
1,28,0,0,7,0,158,0
0,36,0,0,1,1,35,0
0,38,0,0,0,1,35,0
1,23,0,0,1,0,158,0
1,28,0,0,5,1,35,1
0,29,0,0,7,0,363,1
1,29,0,0,0,1,35,0
1,29,0,0,11,0,118,1
1,34,0,0,8,1,35,0
1,26,0,0,6,0,46,1
1,58,0,0,0,0,142,0
1,48,0,0,0,1,204,1
1,30,0,0,1,0,41,1
1,44,0,0,0,0,292,0
1,36,0,0,5,0,118,0
0,29,0,1,11,0,363,1
1,53,0,0,3,0,14,1
1,35,0,0,8,1,35,0
0,39,0,0,3,0,363,0
0,26,0,0,2,0,282,1
1,26,1,0,10,0,363,1
1,28,0,0,8,1,35,1
0,21,0,3,3,1,35,1
1,37,0,0,8,0,363,0
1,22,1,0,12,0,267,1
1,28,0,8,12,0,267,1
0,56,0,0,0,1,35,0
1,30,0,0,0,0,266,0
1,27,0,0,2,0,364,0
0,27,0,0,6,0,154,0
1,43,0,0,15,1,288,1
0,53,0,0,5,0,346,0
1,27,1,0,6,0,168,1
1,26,0,1,6,1,363,0
0,24,0,0,1,0,363,0
1,30,0,0,0,0,236,0
1,26,0,0,4,0,118,0
1,24,2,1,3,1,35,1
1,54,0,0,4,0,363,0
0,36,0,0,13,0,267,1
1,21,0,0,1,0,158,1
1,26,0,0,10,0,363,1
1,26,0,0,10,1,116,1
1,45,0,0,0,0,142,0
1,47,0,0,1,1,35,0
1,31,0,0,2,0,158,0
1,21,0,0,0,0,353,1
0,28,1,0,1,1,35,1
1,29,1,0,9,0,320,1
1,28,0,0,2,0,206,0
0,25,0,0,1,1,19,1
1,22,0,0,0,0,158,1
0,21,0,0,0,0,353,0
1,48,0,0,0,0,158,1
1,25,0,0,4,0,56,1
1,37,0,0,7,0,320,0
1,31,0,0,5,0,320,1
1,24,0,0,0,1,117,0
1,30,0,0,15,0,181,1
1,47,0,0,5,1,88,0
1,66,0,0,2,1,355,0
1,51,0,0,21,0,363,1
0,28,0,0,3,0,55,1
1,35,0,0,1,1,35,0
1,24,0,0,0,0,154,0
1,36,0,0,0,0,267,0
1,21,0,0,0,0,41,1
1,27,0,0,7,0,363,1
1,28,0,1,18,0,267,1
1,39,0,0,16,0,363,1
1,19,0,0,0,0,287,1
1,40,0,0,2,0,146,0
1,30,0,0,5,0,158,1
1,28,0,0,0,0,185,1
1,27,0,0,0,1,35,0
1,25,0,0,7,0,363,0
0,24,0,0,0,0,105,0
1,44,0,0,0,0,118,0
1,44,0,0,0,0,148,0
0,23,0,0,0,1,35,0
0,31,0,0,2,0,55,1
1,27,0,0,0,0,79,0
0,26,0,0,1,0,275,1
1,57,0,0,16,1,35,1
1,55,0,0,0,0,42,0
0,36,0,0,7,0,147,1
1,30,0,0,18,1,201,1
1,34,0,0,0,0,267,1
1,24,0,0,1,0,363,0
1,42,0,0,7,0,118,0
0,34,0,0,12,0,267,1
1,40,0,0,6,0,62,0
1,31,0,0,3,1,35,1
1,27,0,0,1,1,35,0
1,37,0,0,3,1,35,0
1,25,0,0,1,0,260,0
1,45,0,0,2,0,363,0
1,31,0,0,1,0,41,0
1,23,0,0,0,0,206,0
1,21,0,0,0,0,249,0
1,28,0,0,6,1,35,1
1,35,0,0,0,0,142,0
1,29,0,1,4,0,158,1
1,23,0,0,2,0,49,1
1,28,0,0,7,0,363,1
0,34,0,0,0,1,116,1
0,32,0,0,5,0,51,0
1,25,0,0,2,0,363,0
1,34,0,1,15,0,267,0
1,47,0,0,4,0,146,1
0,30,0,0,4,0,74,0
1,22,0,0,0,1,35,1
0,47,0,0,7,0,267,1
1,37,0,0,3,0,118,0
1,37,0,0,8,1,35,0
1,26,0,0,7,0,236,1
0,31,0,0,0,1,35,0
1,20,0,0,0,0,142,1
1,22,0,0,0,0,56,1
1,33,0,0,14,0,118,1
1,30,0,0,1,1,35,0
1,27,0,0,5,0,267,1
1,24,0,0,2,1,35,1
1,29,0,0,0,1,35,0
1,24,0,0,0,0,137,0
0,36,0,0,1,0,158,0
1,23,0,0,0,1,35,1
1,21,0,0,1,0,267,1
1,29,0,0,6,0,146,1
1,29,0,0,4,1,23,0
0,26,0,0,0,1,292,0
0,50,0,0,7,1,76,1
1,32,0,0,1,0,132,0
1,30,0,0,1,0,10,0
1,25,0,0,0,0,73,0
0,44,0,0,10,0,144,1
1,58,0,0,0,0,154,1
1,24,0,0,5,0,236,0
1,20,0,1,1,0,158,1
1,29,0,0,0,1,35,1
1,21,0,0,1,0,363,0
0,46,0,0,1,0,363,0
1,29,0,1,17,0,118,1
1,30,0,0,0,0,267,1
1,55,0,0,8,0,118,1
1,47,0,0,2,1,87,0
1,30,0,0,13,0,141,1
1,24,0,0,4,0,118,1
1,45,0,0,0,0,158,1
1,26,0,0,2,1,239,0
0,42,0,0,0,1,87,0
1,34,0,0,1,1,35,0
1,21,0,0,0,1,288,1
0,69,0,0,2,1,173,0
1,24,0,0,5,0,363,1
1,45,0,0,1,1,288,0
1,25,0,3,8,1,35,1
1,52,0,0,2,1,88,0
1,30,0,0,0,0,142,0
1,38,0,0,2,1,239,1
1,23,0,2,4,0,236,1
0,22,0,0,0,0,292,0
1,35,0,0,6,0,363,0
1,24,0,0,0,0,353,1
1,35,0,0,1,1,35,0
1,25,0,0,2,0,158,0
1,58,0,0,3,1,60,0
1,27,0,0,7,0,118,1
1,24,0,0,6,0,287,1
1,33,0,0,2,1,87,0
1,44,0,0,4,0,118,0
1,30,0,0,3,0,158,0
1,28,0,0,0,0,73,0
1,34,0,0,1,0,282,0
1,26,0,0,1,0,363,1
1,23,0,0,0,0,206,0
1,29,0,0,11,0,267,1
1,31,0,0,0,1,35,0
1,30,0,0,14,0,363,1
1,21,0,0,2,0,158,1
1,44,0,0,0,0,146,0
1,52,0,0,0,0,142,0
1,30,0,0,6,0,158,1
1,31,0,0,9,0,17,1
0,21,0,1,2,0,103,0
1,77,0,0,1,1,88,0
1,61,0,0,4,0,353,0
0,41,0,0,0,1,35,0
0,24,0,0,0,1,35,0
0,34,0,0,5,0,363,0
1,25,0,0,6,1,76,1
1,30,0,0,1,0,79,0
1,55,0,0,1,0,158,1
1,32,0,0,0,0,41,1
1,53,0,0,5,1,204,0
1,50,0,0,1,1,35,0
1,36,0,0,7,0,143,1
1,35,0,0,16,0,363,1
0,25,0,0,0,1,35,0
0,31,0,0,2,1,23,0
0,26,0,0,1,0,158,0
1,25,0,0,0,1,88,0
1,32,0,0,0,1,35,0
1,40,0,0,5,0,206,0
1,35,0,0,0,0,221,0
1,27,0,0,2,0,364,0
1,33,0,0,12,0,320,1
1,30,0,0,2,0,267,0
1,30,0,0,0,0,267,0
1,41,0,0,19,0,363,0
0,29,0,0,0,0,267,0
1,25,0,0,0,0,267,0
1,50,0,0,0,0,248,0
1,35,0,0,4,0,363,0
1,37,1,0,17,0,222,1
1,43,0,0,4,0,363,1
1,29,0,0,12,1,77,1
0,61,0,0,0,0,267,0
0,22,0,0,4,0,267,1
1,27,0,0,2,0,363,1
0,34,0,0,1,1,35,0
0,20,0,0,0,1,35,1
1,30,0,0,0,1,35,0
0,43,0,0,0,1,35,0
1,51,0,0,4,0,146,1
1,42,1,0,7,0,267,1
0,24,0,0,0,1,35,0
1,36,0,0,12,0,363,0
1,32,0,0,2,1,35,0
1,38,0,0,0,1,35,0
0,27,0,0,8,0,363,0
0,30,0,0,0,0,158,1
0,43,0,0,0,1,35,1
1,30,6,0,8,1,35,1
0,26,0,0,1,1,23,0
1,37,0,0,3,0,267,0
1,25,0,0,5,0,118,1
1,65,0,0,1,0,259,1
1,29,0,0,1,0,132,0
1,32,0,0,3,0,363,0
1,21,0,2,8,0,363,1
1,21,0,0,1,0,56,0
1,47,0,0,13,1,35,1
0,36,0,0,4,0,363,0
0,25,0,0,6,0,118,1
1,32,0,0,4,1,35,1
1,43,0,0,1,0,191,0
1,27,0,0,2,0,297,0
1,26,0,0,8,1,35,1
1,21,0,0,1,0,363,0
1,40,2,0,23,1,239,1
1,38,0,0,3,1,112,0
1,41,0,0,7,0,363,0
1,25,0,0,7,0,46,1
1,21,0,0,1,0,47,0
0,74,0,0,0,1,113,0
1,41,0,0,5,1,35,1
1,30,0,1,1,1,17,0
0,33,0,0,3,0,259,1
1,24,0,0,2,1,117,0
0,29,0,0,0,1,35,0
0,42,0,0,0,0,212,1
0,30,0,0,1,0,118,0
1,33,0,0,0,0,353,0
1,21,0,0,2,0,267,1
0,41,0,0,9,1,204,1
0,28,0,0,5,1,363,0
0,52,0,0,3,0,131,0
1,25,0,0,0,0,70,1
0,27,0,0,0,1,35,0
1,35,0,0,0,0,236,0
1,40,0,0,2,1,35,0
1,24,0,0,2,1,35,1
1,24,5,1,10,0,267,1
1,50,0,0,1,0,142,0
1,21,0,0,1,0,158,1
1,24,0,0,2,0,158,1
1,29,0,0,3,1,239,0
0,25,0,0,0,1,35,0
1,38,0,0,0,0,333,1
1,46,0,0,1,0,363,0
1,33,0,0,9,1,35,1
0,39,0,0,3,0,353,1
1,35,0,0,4,0,363,0
1,49,0,0,12,0,247,1
1,27,0,0,0,1,35,0
1,22,0,1,2,0,118,0
0,29,0,0,0,0,15,1
1,31,0,0,0,1,267,0
0,65,0,0,0,0,153,0
1,24,0,0,6,0,49,0
1,46,0,0,0,1,88,0
1,20,0,0,0,0,206,1
1,29,0,0,16,0,154,1
1,29,0,0,7,0,52,0
0,56,0,0,3,0,346,0
1,21,0,0,0,0,101,0
1,40,0,0,0,0,267,1
1,22,0,0,2,1,355,1
1,39,0,0,0,1,117,0
1,22,0,1,1,0,41,1
1,36,0,0,1,0,55,0
1,30,0,0,0,0,65,0
1,36,0,0,0,1,35,0
1,32,0,0,0,0,293,0
0,34,0,0,5,0,2,1
1,52,0,0,0,1,35,0
1,20,0,1,1,0,226,1
1,38,0,0,5,1,35,0
1,46,0,0,0,1,116,0
1,27,0,0,0,0,353,1
1,20,0,0,2,0,10,1
0,29,0,0,1,0,49,1
0,35,0,0,7,0,118,1
1,37,0,0,1,1,35,1
1,63,0,0,0,0,75,0
1,27,0,0,1,0,17,1
1,27,0,0,0,0,56,0
1,24,0,0,2,1,239,1
1,25,0,0,4,0,158,1
1,27,0,0,0,1,35,0
0,48,0,0,0,1,35,0
0,26,0,0,1,1,35,0
1,23,0,0,1,0,49,1
1,22,0,1,3,1,35,1
1,41,0,0,0,0,363,0
1,21,0,0,0,0,56,0
0,39,0,0,3,1,316,0
1,46,0,0,0,1,35,0
1,36,0,0,2,0,363,1
1,32,0,0,0,1,35,0
1,38,0,0,17,1,35,1
1,22,0,0,1,0,49,1
1,69,0,0,0,1,117,1
1,26,0,0,2,0,2,0
0,27,0,0,1,1,35,1
1,22,0,0,2,0,294,0
0,43,0,0,0,0,17,0
0,55,0,0,0,1,88,0
1,20,0,0,1,0,363,0
1,22,0,0,1,1,288,1
1,33,0,0,9,0,147,1
1,55,0,0,7,0,145,0
1,22,0,0,1,0,151,0
1,55,0,0,1,0,363,0
0,43,0,0,0,0,158,1
1,21,0,0,0,0,206,1
1,23,0,0,0,0,363,0
0,28,0,0,1,1,158,0
1,39,0,0,1,0,2,0
1,79,0,0,1,1,112,0
1,48,0,0,1,0,111,0
1,31,1,0,5,1,363,0
1,30,0,1,4,1,205,1
1,32,0,0,5,0,118,1
1,56,0,0,1,1,35,0
1,43,0,0,2,1,35,0
1,27,0,0,21,0,223,1
1,41,0,0,0,1,35,0
1,43,0,0,3,1,201,1
0,33,0,0,1,0,363,0
1,22,0,0,0,0,142,0
1,34,0,0,3,0,17,0
1,36,0,0,0,1,117,0
1,69,0,0,0,0,118,0
1,32,0,0,5,0,363,1
1,22,0,0,1,0,99,1
1,46,0,0,0,0,158,0
1,34,0,0,1,1,35,0
1,39,0,0,0,1,117,0
1,25,0,0,6,1,35,1
1,63,0,0,9,0,55,1
1,24,0,0,8,0,142,1
1,29,0,0,2,1,149,0
1,20,0,3,3,0,267,1
0,40,0,0,0,1,35,0
1,30,0,0,7,0,363,1
1,50,0,0,5,0,363,0
1,37,0,0,4,1,77,1
1,34,0,0,1,0,267,0
0,31,0,0,1,1,35,1
1,23,0,0,10,0,363,0
1,37,0,0,2,0,363,1
1,26,0,0,2,0,260,0
1,34,0,0,12,0,223,1
